ID,Price
6,16297.460256998656
3337,19558.66243190086
29,12876.959227531881
1075,13483.497171847384
4091,19458.184419757137
4491,25349.48384927063
418,15727.641279483893
4447,25201.16382867627
3441,19982.261976252645
2339,15669.279118235112
4767,23759.349755872565
1609,15810.8293363503
1146,15961.62960650103
4056,20297.188326114316
611,13402.642579408004
2458,15686.477932881791
960,17173.510416863017
1961,27207.465499472364
3320,22209.031138613285
3408,19532.842904366957
2575,15070.288159935755
25,12947.383183828311
679,18918.043428475998
3227,21612.86585280857
2527,16223.855697661013
2164,19618.67751916613
1289,15950.004149549013
2031,19920.981748204933
4755,23039.855551556506
621,31023.010784440627
796,15379.243122787055
2810,24685.473482031914
1832,25331.28211563308
3601,17441.60814811727
3839,25340.28359564533
2688,20372.55701705629
4501,24952.193459153223
3137,21573.433552037674
2893,19207.562323531663
1897,19612.28119047151
3433,17835.91256923726
889,21391.43920257175
2377,19471.06607437586
828,21076.22333257117
3455,19288.14084162988
2259,17697.38319552382
3932,22309.23592214934
3189,22209.031138613285
3159,19889.126181622098
4731,24290.643551211557
3711,21509.24988494453
3518,17358.924606927125
817,15375.42723732416
2547,15338.454483037449
1101,15923.93009208063
1849,20860.738176020986
2295,17361.301491383405
240,19492.27353370313
3132,19889.126181622098
2297,17739.84308343127
99,19906.939120346702
3199,21874.598702709187
1743,23394.136306921242
908,19407.607745335023
4111,20460.523346882503
501,12774.227231204832
416,14315.469329859097
3338,19558.66243190086
124,23382.464747325692
4101,20344.1742707359
3563,18641.88081205345
3400,18400.176635239255
2118,20978.483841265803
3007,36182.49940189033
4469,25750.60160150787
3910,21697.297116743484
3081,21862.91653880204
2369,16298.76287304802
1962,23953.91127738453
1718,28001.73903296026
3588,14871.560124235299
2932,14541.54863485318
1257,15957.010492264892
1362,25396.149847332345
1589,15419.229956450165
2197,17889.065533492536
4471,25340.28359564533
3961,20622.802817607593
3077,20943.866965626396
4252,26494.13062744065
856,22600.09356685374
2210,17361.301491383405
4490,25349.48384927063
3268,21231.146114453248
168,16222.024803493774
3813,23825.98262643424
222,16137.444858118892
1051,16014.124491662917
3413,18284.76371037485
2495,15568.823300477681
3425,19078.594344042467
254,17129.069146293234
2078,20464.945329931543
1557,15643.210015548977
3321,21295.023103167274
4284,25019.014906192846
1298,15945.213051477922
2937,16181.779911453814
838,22398.91613642408
1483,15554.82869965324
1264,15959.20440317431
203,17086.016876089103
3047,20511.96297809861
4260,25206.833315556643
3866,24835.098202120076
2236,17240.089790070615
4690,23312.018339374714
3260,21219.48882583583
4639,23190.65748243271
3805,21074.969795279976
368,17631.05153000514
557,11938.7721774406
4611,23074.51868570156
442,14321.257447475022
4453,26292.062551677845
322,16057.51458196612
1024,15935.555549032648
967,19619.588548921347
2329,19843.9367515116
613,16061.076252694333
1730,26467.416012179365
4664,23391.527713294097
3384,17830.363730546957
3739,18629.688807967887
134,20852.891545139464
3629,18766.102247899133
859,20115.21576811632
1038,16956.01195343592
1902,21742.93955926422
290,15793.577431171805
4700,23030.655297931207
331,16537.494653213827
3305,17482.131079529845
4404,25349.48384927063
589,12903.567162436593
3276,21865.39844908389
3860,21059.486641334326
3105,22021.956773322487
1197,19030.503393058072
4515,23664.80989380257
2172,16320.656472284869
932,21670.87264514094
1090,15969.502952692917
2281,16959.000863697634
3620,17340.97202046634
1162,15542.56780935814
1739,26163.067363962913
2922,15929.482920326953
2486,16373.762342502989
1170,18642.736867240128
1507,16281.670148843905
978,23241.24316808059
2231,18431.01604920098
2985,15910.19632312402
1909,21235.995924168205
177,17403.043494340567
4102,19984.743886534492
2135,21524.46212000592
4651,23240.725782417892
3399,18872.207468440538
2654,14643.681445138027
2803,26216.39486842149
1871,18997.68067519008
3990,20515.450941354688
4497,25349.48384927063
1572,16913.095866283278
3801,25451.51368674827
4296,25582.954087349262
1808,24322.197472140222
801,23650.344657663994
1840,25417.604790564586
3549,17008.591112163867
295,16443.373110136046
1598,15502.295839644374
93,20519.421259082064
2822,21001.140707914874
4081,20156.557328428305
999,15926.355295407351
1378,20277.524420423317
3727,19702.891536883577
52,13387.654208166783
1094,15763.300335649674
2330,19147.194766449975
4112,20853.63427394826
1425,19619.588548921347
1391,19521.93203929414
2653,14643.681445138027
1936,19538.670928150565
452,13727.291020594568
1539,15537.954895810155
3331,17671.064719661164
3043,28921.88702692511
3882,24835.098202120076
3647,18311.434245523214
4470,25092.7342822659
3103,15615.786123874072
618,15704.480884434292
175,16413.62620256029
626,23792.598966914222
3355,22401.437370019707
436,13556.935342892932
1356,21019.921026559605
2361,16235.786552345347
2726,15379.714180644422
912,18965.248006359263
3976,19845.94158072771
3431,20106.36002084077
1723,23873.476729608632
862,21238.271705629144
2925,14866.083918703416
4174,19554.2978475992
639,16004.545693653672
70,17154.27908515295
3639,15673.938171703227
3184,19618.67751916613
1697,23882.67698323393
578,15220.324778713308
2897,20825.22431284469
2841,21140.14526741561
3887,22209.031138613285
2233,20386.95409370996
2498,17235.97808973381
3194,21485.089765114793
1157,15516.493751889757
1957,21035.896080242554
2725,15910.19632312402
1432,18146.021286136227
291,14658.853130278689
2574,14789.940040173626
3375,18886.42608128842
1504,15976.2828727854
3721,21698.292030972047
2387,15888.204889935681
1550,17694.199591523346
2610,15115.943712755252
2146,21507.588316162837
230,15862.862359608689
3505,16615.233671873164
367,19936.72695795791
1487,19816.6205641907
2706,15143.342457233968
1503,19037.268595126025
2451,15895.183970503113
4211,20543.580023727598
1514,16728.613394340282
3187,22401.437370019707
1946,21119.007069357795
678,27380.593937096306
12,17017.756945776186
1787,25302.458811847784
1859,21848.91465781567
3980,22209.031138613285
2311,19079.770589800122
3634,19622.155125630263
4388,25349.48384927063
270,15872.062613233986
1095,15789.374393118056
693,18161.464538366512
2232,18210.17113755899
4302,24443.262915652802
1178,15935.555549032648
3742,20079.768071273207
2998,24826.89789364973
2488,14875.683911721768
4190,21820.382369695893
3350,21357.43580685664
4481,26669.831286686145
4072,20515.450941354688
3947,24456.99415754774
544,12888.68625703732
3082,24359.259322704398
1515,15973.890496796132
2464,16132.977292168252
221,17279.503836605367
358,17202.65284559868
2395,15068.039215026973
1295,20868.58158601068
4476,24857.43572880411
4058,19982.261976252645
2954,16524.839105382485
3703,17235.97808973381
809,14765.94411892639
4648,24110.34588385345
4725,23624.99795137273
1299,16234.206567913989
1617,26249.959233381407
149,20574.998494522937
4147,19214.83011931604
1580,16591.90093017578
179,18847.039990294976
1003,15923.545347008529
1634,26241.957130126033
4196,22384.77294604541
196,16719.061715111548
1187,15973.890496796132
1374,23535.59857503346
2405,16578.748303068496
2910,15936.866858272388
397,13880.86947741388
1774,25386.949593707046
1643,25543.29741047947
4610,23732.38600494353
1583,16018.743605899055
296,15064.283997493794
2694,15381.728869225537
2404,16794.841495974117
4324,25345.66588173336
1126,16944.95804136758
4229,20301.483112362057
4661,23489.7155132396
1621,19936.72695795791
4550,23683.20254865038
1541,14882.609753360508
3466,19011.785537179258
2445,14572.498696881756
4287,25349.48384927063
3471,18927.792413166262
1210,14830.114868198621
3519,17747.06070551653
2379,19567.862685526157
2471,12584.683752464174
63,20117.94994020738
445,13126.624364931378
3803,18385.188263998036
4540,21636.275011955902
573,15464.083065553088
3203,22226.045168636054
88,15842.460264159412
3784,21565.603425647074
2794,20436.79311840168
120,20531.42686182435
871,21670.87264514094
2018,26990.75452162184
1231,16379.191618195031
2592,18683.738661437565
4721,23672.844119834208
2798,24297.63868148393
576,15769.088453265598
4422,25718.903395800986
79,19629.43261007175
2840,18544.59374385049
2268,18222.3522831547
256,16297.460256998656
4028,18508.13478119135
879,22936.307760238375
1351,23338.826422655307
4504,23592.030778602493
3114,19605.310918446667
1720,25181.09795490578
1455,18952.827566087155
1988,23437.217733747275
0,16203.289556050942
166,19915.27201472567
4050,20550.195636736
682,21744.496708905546
2753,22502.468240424532
4223,22624.269277245327
2388,16805.974662150184
1128,15815.391403739828
1512,15675.315038303668
2004,21128.207322983093
2063,19882.25134539594
433,13817.997385962475
627,15360.30370112455
3226,22319.263388480067
4726,22321.171917229294
4535,23391.527713294097
2889,21140.14526741561
2384,16235.786552345347
2650,13818.516357689023
3832,25736.16275349952
3710,22444.79150275804
2251,16235.786552345347
3235,22214.363004728908
468,15661.333227148725
4233,24956.75268015987
4714,20626.30374219831
1564,15287.363695509865
676,20812.376244544717
430,13651.470213668623
3497,19826.837520807996
1864,21649.536258210526
736,13695.531952704083
208,19779.759724228268
2480,15125.193470023298
4505,23757.018839000513
3074,21853.716285176743
4744,21004.68112710902
1807,25068.98857376915
4642,22519.850044519044
1213,17197.268171711596
3957,21853.716285176743
3598,18375.988010372737
1747,23182.36147864146
1820,22569.002587283845
4040,21322.23796866588
1844,21035.896080242554
4634,23382.3274596688
1738,26163.067363962913
1130,16938.803559101932
1377,23604.089962826125
2921,15716.163356871622
3771,20231.25034321605
2705,15529.573844213663
2877,20454.77221856873
1665,27512.665459040305
1476,16493.77161286078
800,20277.524420423317
1407,20691.38033919043
3013,25527.81256093623
56,13347.613808585942
4270,26109.449595729922
4348,24857.64399827875
178,16413.62620256029
1204,15697.946625410044
4420,25349.48384927063
1941,20964.548054222156
67,23192.461369786834
69,21590.054748038463
4583,22244.881766875922
4500,25340.28359564533
1610,15961.62960650103
1438,21247.6909558092
44,13361.5801506984
3867,22226.045168636054
4104,20314.24956790019
3353,15449.214799599777
1921,21119.007069357795
3179,24026.692960758774
3503,17078.932861120385
3214,20880.034229735218
332,17054.80869896984
2123,21524.46212000592
1161,16273.430438002299
4399,25206.833315556643
2333,16933.510534988807
3626,14560.534744859224
2906,17339.557623820052
4655,23190.65748243271
3706,20276.607275626848
4176,19919.28565554997
1103,17739.84936031026
3686,15210.53709222754
3130,22598.727365993123
1777,25386.949593707046
4247,25340.28359564533
1815,25298.79461906144
1937,15794.489034467051
449,13346.87798487704
657,14306.2690762338
4409,25349.48384927063
604,14406.693629856984
3328,22697.3088871828
1964,23405.50935861754
1786,25672.153598138128
17,16000.400582568094
2492,15323.752381885379
1017,13836.201855055462
3193,21473.407601207648
4114,20105.20849344596
2195,16298.76287304802
2321,17372.98365529055
1398,20244.506734992017
2266,20038.41981617306
4440,25517.13136342924
4198,20460.523346882503
1260,15709.49771195455
3693,20003.716919484887
31,14504.223863395055
3307,22401.437370019707
4332,26292.062551677845
567,13461.889621292625
2086,21844.29554357953
1393,25762.30743864924
73,17332.014644455823
3936,21884.371482034283
1044,16402.20834581387
157,17114.20676779175
4482,25259.891491477734
3861,21862.91653880204
4082,22630.590635329525
3903,20982.995605182186
3357,19793.406024071966
2515,16215.509389286037
1454,18506.257692751842
1144,15793.274597380883
3139,20576.709291144154
351,17178.011572022428
841,20002.933019524375
2602,14871.560124235299
3679,15153.03697705675
2218,22495.299770487094
4073,23211.58153487241
2567,14704.114125385904
68,20143.353516408282
2318,18583.638835964714
1659,24386.99152526896
2520,15337.071327374031
944,19619.588548921347
1945,21510.631375285007
1983,26136.384106899364
1227,16153.29930486163
2288,19334.086444387212
4735,23412.98265652634
2767,22087.7330519887
3285,20676.333226080482
495,13754.45299144925
180,23408.919277507903
3388,14871.560124235299
4607,24481.224753471382
1451,18441.58589093074
931,20117.94994020738
1151,16388.563855655277
3052,19558.66243190086
76,21322.373141258016
1744,23371.775766401173
2389,15722.83656445894
3528,18683.738661437565
1117,15706.186336251649
764,25181.09795490578
486,12897.245167384339
238,15925.637672254788
1793,22890.76838872363
3008,23527.85673684784
1180,14657.286591358443
3548,15664.73791807793
2951,15553.76246908018
2303,15809.125887788989
1211,13651.470213668623
907,18933.513394385125
4052,23190.65748243271
4089,19982.261976252645
220,16081.734487443106
829,19583.909794246207
1831,23446.280058471355
4701,23515.530530242664
877,23039.437576034972
4236,25476.232904097054
1551,19218.012930654528
4095,20515.450941354688
3908,24835.098202120076
3641,19907.08658655111
3366,22623.459003056738
1168,17471.782583438642
2668,14006.027539865638
1756,25160.70958908632
1268,15828.324545638761
4410,26668.859318368322
4706,23382.3274596688
4239,26408.772808304187
4594,23498.9157668649
2059,21164.70908895965
3352,20204.212327033783
1419,19848.957761702346
810,18990.78008888366
2586,17400.21945758759
2091,21102.133265514713
274,15544.798876589544
4203,20628.31455468434
598,13734.65827053503
2540,15696.699977788721
2274,17249.802714411748
977,19771.835340396137
3898,23036.80844569618
958,19708.859019693464
1468,15528.754642184858
2370,16390.592826572833
43,12659.118072234358
3779,22140.995434003595
1703,26578.125291341803
2879,19588.18480244202
2249,18442.51232006068
252,16155.118479925231
3273,18081.081014973694
787,15818.52547245205
4340,25902.555126901996
1215,15827.156794759161
4585,23663.64386620891
599,12560.33555378034
2124,21524.46212000592
3123,20511.96297809861
1670,27305.510695245877
3876,22825.706663176512
2364,17571.63813789274
3638,16376.42283655893
2534,15293.315692792869
286,16297.460256998656
4554,23482.33284515508
2413,16663.08273806135
3973,21675.842173511242
2476,15363.060096249383
4513,23391.527713294097
1052,15983.090750421428
2142,19846.485302052406
2819,24011.469903806552
4109,21004.68112710902
3121,21938.450816133485
3521,19982.261976252645
3089,22496.559582651033
1270,16109.414935460916
1812,25506.37979552294
1149,15923.93009208063
1456,14830.114868198621
205,19146.158933891886
1746,20780.122620125036
2929,18546.01211920552
2535,14902.653977097445
4798,23519.77534812772
2473,15529.573844213663
4676,23340.731167904174
1740,26163.067363962913
4458,24857.43572880411
4182,22614.526321676145
3916,21666.641919885944
2258,17698.290989850553
937,19779.759724228268
3101,21792.170034163915
1662,27512.665459040305
1073,18726.211762544404
969,25396.149847332345
3558,18143.277707071975
925,19065.67933733431
1173,15890.702439929724
26,13361.5801506984
1302,15909.963749968172
3036,30251.398301901383
3282,20150.43625995641
561,13471.089874917921
4637,23045.355728827246
84,19906.07176110037
414,12783.668110456689
3071,21970.20832296531
4677,23181.457228807412
1412,26255.81709620519
2304,19826.82414950312
746,13105.674368346645
2960,15716.163356871622
602,14662.974296164643
690,18572.438706996538
2609,14557.186248268114
1612,14825.495753962483
2880,20951.068733887394
1479,15833.51384369327
2182,19328.757461662874
279,16297.460256998656
2939,18461.231485396147
4799,23519.77534812772
2804,23923.624197277626
1904,21742.93955926422
461,15034.820601721722
353,17955.536217695124
2598,15529.573844213663
1158,15649.108065718669
756,19708.859019693464
2881,20816.02405921939
1784,25160.70958908632
3760,20847.548743664123
2503,17147.235833526694
2714,14459.051567485873
4562,23391.527713294097
2594,15704.986111558661
4195,19561.358240621183
2016,26990.75452162184
2213,18946.494035590757
2580,15925.184694365242
373,17035.20204244913
911,20494.18059742046
75,20067.896378829075
3127,21853.716285176743
1912,20860.738176020986
535,13512.152303627525
2170,17460.452930754433
3829,21862.91653880204
3955,22393.97045310608
2354,17921.0044730355
4683,23048.006948718725
1427,22073.902172663606
691,20520.030711061045
3873,24857.43572880411
4094,22635.951441152472
1143,16814.197922273313
4253,26494.13062744065
1491,15877.086542527011
1954,19845.085769679543
4539,23188.346064943926
1626,23709.278738492758
3826,22188.37789973342
2226,20496.72577770331
2648,14301.11124907719
2133,19310.395040458076
1675,26628.21533617366
4209,20515.450941354688
1919,16773.302620343507
1952,21014.98560724236
1413,21917.92225633117
1833,23151.706281783918
506,14332.343133702183
1159,13434.476476656602
3834,21957.789456222472
95,19771.835340396137
3523,18613.80226026787
2775,24274.26792909912
2526,13121.894727083796
4390,22355.928501977254
4169,19147.247564009012
2934,15287.722865502234
1392,25753.107185023942
4487,26292.062551677845
4068,20081.708622445945
1839,27479.68843486967
2341,16059.352279044073
1779,24911.843610289412
2587,16202.92377719803
2481,18412.978488351735
3800,22209.031138613285
1335,25930.00509175104
2463,15809.125887788989
229,19547.411581443674
3501,19860.376119576325
1175,15890.702439929724
794,12861.97085629066
2677,17049.107977321073
2499,16028.0497991818
2178,19300.023165846644
1018,16010.50389505745
976,21358.0321974238
122,19771.835340396137
4576,23412.98265652634
1650,29689.24363256916
3438,17247.660253640955
930,21175.903254148598
4055,20650.19480857627
4782,20301.483112362057
3434,18683.738661437565
4299,25403.306289405216
429,12747.631666235653
96,19771.835340396137
191,22196.952775931306
3075,21821.9647075996
1188,15537.948695122
465,13475.636005389728
2830,24590.33171561985
2034,19809.150664940815
3458,20584.68670637675
1590,15529.466966208425
2025,15702.052854720785
2809,21494.093435358893
2217,19480.26632800116
1192,15663.538267865652
366,19430.537169616535
1728,23882.67698323393
2045,20978.483841265803
2301,19043.412947589906
3379,22484.877418743887
776,15615.240773908252
1893,20897.712641637543
1113,15184.67192323568
3978,21421.08439509122
1615,15952.429352875733
2908,15387.972166962752
4795,24285.196238487035
3390,18197.332889790978
2700,15529.573844213663
4693,22935.897567582095
577,13228.205239909435
1056,15983.090750421428
183,16027.95842036573
3133,19659.08698552404
3759,20531.300431445616
3213,20880.034229735218
3891,21195.641144688947
3967,21862.91653880204
3336,22825.706663176512
4608,23248.87717958011
3998,23355.432590002474
1236,15843.390737937998
864,18311.318354949843
2053,21731.981353089475
2269,17270.685131944192
3015,29874.556616272195
3182,20094.759376351387
4632,23382.3274596688
3537,19991.821117507854
263,20879.766634799405
1536,15718.44722654675
437,13361.5801506984
2127,21123.588208746954
48,13361.5801506984
3024,33480.51492903064
4183,19973.061722627346
4728,23732.38600494353
267,16199.078471459288
533,11506.196754675355
3254,19725.66738352166
4508,23048.006948718725
1770,25460.138303291737
